issue,row_index,source,file_name,label,label_name,text
short_text,50,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,"phelim ,
fyi
vince"
short_text,453,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,kevin kindall
short_text,497,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,look
short_text,521,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,buenos noches g'bye
short_text,587,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,go new york tonight
short_text,1002,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,hi try nothing
short_text,1418,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,basvsehp jy e snd
short_text,1434,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,dont like beth
short_text,1482,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,maxine
short_text,1563,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,hurricane elana
short_text,1673,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,hmm think lying
short_text,1777,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,escapelong nwoody
short_text,1780,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,bitnet
short_text,1916,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,lakjsdf
short_text,2179,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,aurea bertrand
short_text,2223,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,charset default
short_text,2247,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,ffva
short_text,2328,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,terri said looking
short_text,2399,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,baby joking
short_text,2447,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,http gaj hensi com
short_text,3647,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,the power of beer
short_text,3825,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,that would be great
short_text,4744,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,cztescapenumbergy
short_text,5036,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,hola khuda hafiz
short_text,5195,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,dagger move me
short_text,5549,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,v
short_text,5563,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,escapenumber
short_text,5875,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,good morning kuna
short_text,6099,setfit_enron_spam,setfit_enron_spam.csv,0,ham,password - fast
short_text,6370,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,- - >
short_text,6398,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,1
short_text,6437,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,xz width 0 height 0
short_text,6733,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,mark frevert
short_text,7995,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,"-
- hpl - aug . xls"
short_text,8121,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,i a m lsy
short_text,8148,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,dahlias
short_text,8317,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,groovy bin i kah
short_text,8473,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,vh nkvvc
short_text,8607,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,font xqfcqmai t
short_text,8715,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,are you here
short_text,9115,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,go away
short_text,9192,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,hello huy kwe che
short_text,9533,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,"well well !
baidh"
short_text,9589,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,sd wltcxumo
short_text,9610,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,closing ticket
short_text,9832,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,annette move
short_text,9866,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,from their website
short_text,10505,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,joe
short_text,10793,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,ghzbpjgia ltm pzq h
short_text,10897,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,hej ar essaghat
short_text,11241,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,xatzbhu bxnjt
short_text,11879,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,oh my god haha
short_text,11931,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,dhcabof sypmrk
short_text,12096,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,ekblgkc
short_text,12388,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,dacia bucklin
short_text,12445,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,whats plan
short_text,12461,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,top morning sahha
short_text,12640,setfit_enron_spam,setfit_enron_spam.csv,0,ham,how bout this one .
short_text,12995,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,mkldtynm
short_text,13566,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,please review patch
short_text,14519,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,as promised
short_text,14805,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,phelim fyi vince
short_text,15434,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,unsubscribe please
short_text,15517,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,stuff meeting
short_text,15757,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,joe escapenumber
short_text,15963,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,tips
short_text,16011,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,html
short_text,16205,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,thanks vince .
short_text,17023,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,nwkplxh
short_text,17027,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,tuanunciogratis com
short_text,17272,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,kande tne tiu
short_text,17604,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,good one .
short_text,17622,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,ds
short_text,17951,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,please post .
short_text,18051,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,f iwfbpau t ngny
short_text,18240,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,adieu wog maho
short_text,18253,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,escapenonetext
short_text,18254,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,ikxm ymuhdxjw
short_text,18837,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,pcklztnf v p nc
short_text,19236,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,howre namaskaram
short_text,19609,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,fixed cp right sean
short_text,19977,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,pardon tseveryn
short_text,20015,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,« ü±j£°
short_text,20173,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,geronimo panamilit
short_text,20259,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,970 - 240 - 6206
short_text,20448,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,dzxqxv yp dgq
short_text,20494,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,sorry so late
short_text,20774,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,frosty the snowman
short_text,20779,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,un 5 u 6
short_text,20848,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,"70422
92754"
short_text,21445,setfit_enron_spam,setfit_enron_spam.csv,1,spam,hi
short_text,21759,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,jsz î¯ ¿¯ µç
short_text,21799,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,arly buczek
short_text,22000,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,g pyymo
short_text,22797,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,jif
short_text,23096,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,hey you rock jess
short_text,23152,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,well well baidh
short_text,23847,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,thats write letter
short_text,23927,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,mark frevert ?
short_text,23986,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,vgbdjksobay
short_text,24013,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,per your request .
short_text,24031,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,nsmzl j yra r
short_text,24172,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,td qwyieimob
short_text,24311,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,bjwfxfd arcdlior
short_text,24547,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,ðï à ¡ ±
short_text,24614,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,mailien soft clean
short_text,24661,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,gobble gobble
short_text,24672,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,here ' s the latest
short_text,25343,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,buenos noches gbye
short_text,25361,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,want a rolex watch
short_text,26013,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,brad gerry are here
short_text,26294,setfit_enron_spam,setfit_enron_spam.csv,0,ham,gymnastics pictures
short_text,26581,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,hpl aug xls
short_text,26763,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,rcfwwt
short_text,26868,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,here it is
short_text,27356,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,bet mike mother
short_text,27754,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,ready to go
short_text,28028,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,many thanks gillian
short_text,28175,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,whats ge set
short_text,28472,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,gas accounting doc
short_text,28993,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,joe linhart
short_text,29421,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,good evening iniuno
short_text,29488,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,nbsp
short_text,29533,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,wqoxx kxbjth
short_text,29614,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,updates debra
short_text,29635,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,ready go
short_text,29680,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,groovy bin kah
short_text,29800,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,take that te'yoos
short_text,29931,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,vjeod
short_text,29960,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,franc
short_text,30065,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,l bhjo iaet nw u
short_text,30238,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,rawmnv
short_text,30354,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,just testing
short_text,30553,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,hola tok pisin
short_text,30676,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,aaaaaaa hfolu dz iz
short_text,30965,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,uvyrfgm tqi
short_text,31155,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,c ko yslc
short_text,31871,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,pm rylk
short_text,31991,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,dpxa
short_text,32430,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,- 2000 ballot . doc
short_text,32972,setfit_enron_spam,setfit_enron_spam.csv,1,spam,no - cost xbox
short_text,33261,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,njtob beeaai
short_text,33624,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,jeromy
short_text,33731,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,"well well !
cuidate"
short_text,33805,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,hej bulya yo
short_text,33873,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,like
short_text,34049,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,aaaaaaa ljlrm jy
short_text,34507,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,"hello there !
sode"
short_text,34670,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,pics natalie cheri
short_text,34913,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,boo mus zoo
short_text,35179,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,isnt cutie pie
short_text,35652,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,adieu jilkob'a
short_text,35734,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,"sold !
derek"
short_text,35961,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,f iwfbpau ngny
short_text,36815,setfit_enron_spam,setfit_enron_spam.csv,1,spam,re [ 14 ]
short_text,36907,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,n wymi xs nyg utgh
short_text,37437,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,½ð°ý§a¬o½ö
short_text,37471,locuoco_big_spam_ham_phish_300k,0001.parquet,0,ham,frosty snowman
short_text,37591,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,nkcbhg nzcept
short_text,37968,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,jtnertqq gm
short_text,38651,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,red rock
short_text,40354,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,buenos dias doskoro
short_text,40807,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,geronimo sai sere
short_text,40826,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,paliourg bye bye
short_text,41150,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,worth look
short_text,42000,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,thoughts
short_text,42071,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,td td aescapenumber
short_text,42772,locuoco_big_spam_ham_phish_300k,0000.parquet,1,spam,hello there sode
short_text,42780,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,heather mathis
short_text,42787,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,crista bokij
short_text,43123,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,td olgabmppc
short_text,43383,locuoco_big_spam_ham_phish_300k,0001.parquet,1,spam,aqzbr cbbpn qsf f
short_text,43499,locuoco_big_spam_ham_phish_300k,0000.parquet,0,ham,need copy
short_text,43617,setfit_enron_spam,setfit_enron_spam.csv,1,spam,re : clement hassan
